response_id,mode,status,attention_check,duration_seconds,region,county,age,gender,race_ethnicity,education,party_registration,ideology,vote_2024,homeownership,children_home,housing_cost_seriousness,allow_more_housing,rent_increase_limit,affordable_housing_tax_credits,development_traffic_concern,corporate_buyer_restrictions,public_land_housing,housing_priority_tradeoff
NVH00854,online,complete,Passed,1309,Clark,Clark,27,Male,White non-Hispanic,Some college/associate,Independent/Other,Moderate,Trump,Rent,No,Very serious,Somewhat support,Somewhat support,Somewhat support,Somewhat concerned,Strongly support,Strongly oppose,Not sure
NVH00855,online,partial,Passed,1263,Clark,Clark,45,Female,White non-Hispanic,College graduate,Democrat,Somewhat liberal,Harris,Rent,Yes,Very serious,Somewhat oppose,Strongly support,Somewhat support,Not too concerned,Strongly support,Somewhat support,Build more homes even if neighborhoods change
NVH00856,sms,complete,Passed,361,Clark,Clark,45,Male,White non-Hispanic,College graduate,Independent/Other,Very liberal,Trump,Rent,Yes,Very serious,Somewhat oppose,Somewhat support,Strongly oppose,Not too concerned,Somewhat support,Strongly support,Build more homes even if neighborhoods change
NVH00857,online,complete,Passed,1183,Clark,Clark,21,Female,White non-Hispanic,Some college/associate,Republican,Somewhat liberal,Harris,Own,No,Very serious,Somewhat oppose,Strongly oppose,Strongly support,Very concerned,Somewhat oppose,Somewhat oppose,Build more homes even if neighborhoods change
NVH00858,sms,complete,Passed,1132,Clark,Clark,48,Male,White non-Hispanic,College graduate,Independent/Other,Somewhat conservative,Harris,Rent,Yes,Very serious,Somewhat support,Not sure,Somewhat oppose,Not too concerned,Somewhat support,Somewhat support,Not sure
NVH00859,sms,complete,Passed,506,Washoe,Washoe,44,Male,White non-Hispanic,Postgraduate,Independent/Other,Moderate,Trump,Own,No,Somewhat serious,Somewhat oppose,Strongly oppose,Somewhat oppose,Somewhat concerned,Strongly support,Strongly support,Not sure
NVH00860,sms,complete,Passed,893,Clark,Clark,25,Female,White non-Hispanic,College graduate,Republican,Somewhat conservative,Trump,Rent,Yes,Very serious,Somewhat support,Somewhat oppose,Strongly oppose,Somewhat concerned,Strongly support,Not sure,Build more homes even if neighborhoods change
NVH00861,sms,complete,Passed,989,Clark,Clark,33,Female,White non-Hispanic,High school or less,Republican,Somewhat conservative,Trump,Rent,Yes,Very serious,Not sure,Somewhat support,Somewhat oppose,Not at all concerned,Strongly support,Strongly oppose,Protect existing neighborhoods even if fewer homes are built
NVH00862,online,complete,Passed,977,Rural Nevada,Nye,60,Female,Hispanic/Latino,High school or less,Independent/Other,Moderate,Trump,Own,No,Very serious,Somewhat oppose,Strongly support,Strongly support,Not at all concerned,Somewhat support,Not sure,Build more homes even if neighborhoods change
NVH00863,online,complete,Passed,709,Clark,Clark,28,Male,Hispanic/Latino,College graduate,Democrat,Somewhat liberal,Harris,Rent,Yes,Very serious,Strongly support,Strongly support,Strongly oppose,Not at all concerned,Somewhat support,Not sure,Build more homes even if neighborhoods change
NVH00864,online,complete,Passed,673,Clark,Clark,30,Female,White non-Hispanic,Postgraduate,Republican,Somewhat conservative,Trump,Rent,No,Very serious,Not sure,Strongly support,Somewhat support,Somewhat concerned,Somewhat oppose,Somewhat oppose,Not sure
NVH00865,online,complete,Passed,1211,Clark,Clark,25,Male,White non-Hispanic,College graduate,Republican,Very conservative,Trump,Own,No,Very serious,Somewhat oppose,Somewhat support,Somewhat support,Very concerned,Somewhat support,Somewhat support,Not sure
NVH00866,online,complete,Passed,1223,Clark,Clark,33,Male,Black,Postgraduate,Democrat,Moderate,Harris,Rent,No,Very serious,Strongly support,Strongly support,Somewhat oppose,Not too concerned,Somewhat support,Somewhat support,Not sure
NVH00867,online,complete,Passed,497,Clark,Clark,37,Female,Hispanic/Latino,High school or less,Democrat,Very liberal,Harris,Rent,No,Not too serious,Somewhat oppose,Strongly support,Somewhat support,Not too concerned,Somewhat support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00868,sms,complete,Passed,1294,Clark,Clark,47,Male,White non-Hispanic,College graduate,Independent/Other,Very conservative,Did not vote,Own,No,Somewhat serious,Strongly oppose,Somewhat support,Somewhat oppose,Not too concerned,Strongly support,Strongly oppose,Build more homes even if neighborhoods change
NVH00869,online,complete,Passed,1049,Rural Nevada,Douglas,42,Female,Hispanic/Latino,College graduate,Independent/Other,Somewhat liberal,Trump,Own,Yes,Very serious,Somewhat oppose,Somewhat oppose,Not sure,Not too concerned,Somewhat support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00870,online,complete,Failed,1136,Clark,Clark,56,Female,White non-Hispanic,High school or less,Democrat,Somewhat liberal,Did not vote,Own,No,Somewhat serious,Strongly oppose,Somewhat support,Strongly support,Very concerned,Somewhat support,Strongly support,Build more homes even if neighborhoods change
NVH00871,sms,complete,Passed,1407,Clark,Clark,51,Female,White non-Hispanic,Postgraduate,Democrat,Somewhat conservative,Harris,Own,No,Very serious,Somewhat support,Strongly support,Somewhat oppose,Somewhat concerned,Strongly support,Somewhat support,Not sure
NVH00872,online,complete,Failed,609,Clark,Clark,60,Male,Other/Mixed,College graduate,Democrat,Moderate,Harris,Own,No,Very serious,Somewhat support,Somewhat support,Strongly oppose,Very concerned,Strongly support,Not sure,Build more homes even if neighborhoods change
NVH00873,online,complete,Passed,1207,Clark,Clark,57,Male,Asian/Pacific Islander,High school or less,Independent/Other,Moderate,Trump,Own,No,Very serious,Somewhat oppose,Not sure,Not sure,Very concerned,Strongly support,Somewhat support,Not sure
NVH00874,sms,complete,Passed,1275,Clark,Clark,78,Female,Hispanic/Latino,Some college/associate,Independent/Other,Somewhat liberal,Trump,Rent,No,Very serious,Somewhat oppose,Somewhat support,Somewhat oppose,Very concerned,Strongly support,Strongly support,Build more homes even if neighborhoods change
NVH00875,sms,complete,Passed,931,Clark,Clark,27,Male,Black,Some college/associate,Independent/Other,Somewhat liberal,Trump,Other arrangement,No,Very serious,Not sure,Somewhat oppose,Somewhat support,Not too concerned,Somewhat oppose,Somewhat support,Build more homes even if neighborhoods change
NVH00876,online,complete,Passed,406,Clark,Clark,47,Male,White non-Hispanic,High school or less,Democrat,Moderate,Harris,Own,No,Somewhat serious,Somewhat support,Strongly support,Somewhat support,Very concerned,Strongly support,Strongly support,Protect existing neighborhoods even if fewer homes are built
NVH00877,online,complete,Passed,693,Clark,Clark,72,Male,Hispanic/Latino,College graduate,Republican,Somewhat liberal,Trump,Own,No,Very serious,Not sure,Somewhat oppose,Somewhat support,Somewhat concerned,Strongly support,Somewhat support,Not sure
NVH00878,sms,complete,Passed,934,Clark,Clark,61,Female,Asian/Pacific Islander,Some college/associate,Democrat,Somewhat liberal,Harris,Own,No,Very serious,Somewhat oppose,Not sure,Somewhat support,Not at all concerned,Strongly support,Strongly support,Protect existing neighborhoods even if fewer homes are built
NVH00879,online,terminated,Passed,1064,Washoe,Washoe,35,Female,Hispanic/Latino,Some college/associate,Independent/Other,Moderate,Trump,Rent,No,Somewhat serious,Somewhat support,Somewhat support,Strongly oppose,Not at all concerned,Somewhat oppose,Somewhat oppose,Not sure
NVH00880,online,complete,Passed,557,Clark,Clark,75,Female,White non-Hispanic,College graduate,Democrat,Somewhat liberal,Harris,Own,No,Somewhat serious,Somewhat support,Strongly support,Somewhat support,Not too concerned,Strongly support,Strongly support,Build more homes even if neighborhoods change
NVH00881,online,complete,Passed,1431,Clark,Clark,55,Female,White non-Hispanic,College graduate,Democrat,Somewhat liberal,Harris,Rent,No,Very serious,Strongly support,Strongly support,Not sure,Very concerned,Strongly support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00882,online,complete,Passed,1402,Clark,Clark,55,Male,White non-Hispanic,Some college/associate,Independent/Other,Somewhat conservative,Trump,Own,No,Somewhat serious,Somewhat support,Somewhat support,Somewhat support,Not at all concerned,Somewhat support,Not sure,Build more homes even if neighborhoods change
NVH00883,online,complete,Passed,1022,Clark,Clark,44,Male,White non-Hispanic,College graduate,Independent/Other,Very conservative,Did not vote,Rent,No,Very serious,Somewhat support,Strongly support,Strongly support,Not too concerned,Not sure,Strongly support,Build more homes even if neighborhoods change
NVH00884,online,partial,Passed,824,Clark,Clark,22,Male,Hispanic/Latino,Some college/associate,Democrat,Moderate,Harris,Rent,No,Very serious,Not sure,Strongly support,Strongly oppose,Somewhat concerned,Somewhat support,Somewhat support,Build more homes even if neighborhoods change
NVH00885,online,complete,Passed,557,Clark,Clark,50,Female,Hispanic/Latino,Postgraduate,Independent/Other,Somewhat liberal,Harris,Rent,No,Very serious,Somewhat support,Strongly support,Strongly oppose,Somewhat concerned,Somewhat support,Strongly support,Build more homes even if neighborhoods change
NVH00886,online,complete,Passed,879,Rural Nevada,Nye,31,Female,Black,Some college/associate,Republican,Somewhat conservative,Did not vote,Own,No,Very serious,Somewhat support,Strongly oppose,Strongly support,Not too concerned,Somewhat support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00887,online,complete,Failed,553,Clark,Clark,56,Male,White non-Hispanic,College graduate,Independent/Other,Somewhat conservative,Harris,Own,No,Very serious,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat concerned,Somewhat support,Strongly oppose,Protect existing neighborhoods even if fewer homes are built
NVH00888,sms,complete,Passed,317,Rural Nevada,Nye,63,Female,White non-Hispanic,High school or less,Republican,Moderate,Trump,Own,No,Somewhat serious,Somewhat support,Somewhat support,Somewhat oppose,Very concerned,Strongly support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00889,online,complete,Passed,884,Clark,Clark,19,Female,Hispanic/Latino,High school or less,Independent/Other,Somewhat conservative,Trump,Rent,No,Very serious,Somewhat support,Somewhat oppose,Strongly support,Not too concerned,Strongly support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00890,online,complete,Passed,623,Clark,Clark,66,Male,Black,College graduate,Democrat,Somewhat liberal,Harris,Own,Yes,Very serious,Somewhat oppose,Strongly support,Somewhat oppose,Very concerned,Strongly support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00891,online,complete,Passed,851,Clark,Clark,26,Female,Black,Some college/associate,Independent/Other,Very conservative,Trump,Rent,No,Very serious,Strongly support,Somewhat support,Somewhat oppose,Somewhat concerned,Somewhat support,Somewhat support,Build more homes even if neighborhoods change
NVH00892,online,complete,Passed,906,Rural Nevada,Carson City,30,Female,White non-Hispanic,College graduate,Independent/Other,Somewhat liberal,Trump,Rent,Yes,Very serious,Somewhat oppose,Somewhat support,Not sure,Very concerned,Somewhat support,Not sure,Protect existing neighborhoods even if fewer homes are built
NVH00893,online,complete,Passed,944,Clark,Clark,19,Female,White non-Hispanic,College graduate,Republican,Very conservative,Trump,Rent,No,Very serious,Somewhat support,Somewhat support,Somewhat support,Somewhat concerned,Strongly support,Somewhat support,Build more homes even if neighborhoods change
NVH00894,online,complete,Passed,842,Clark,Clark,57,Female,White non-Hispanic,Postgraduate,Democrat,Moderate,Harris,Rent,No,Very serious,Somewhat support,Strongly support,Somewhat support,Somewhat concerned,Somewhat oppose,Strongly support,Protect existing neighborhoods even if fewer homes are built
NVH00895,online,complete,Passed,397,Washoe,Washoe,47,Male,White non-Hispanic,High school or less,Independent/Other,Somewhat liberal,Harris,Rent,No,Very serious,Somewhat oppose,Somewhat support,Somewhat support,Somewhat concerned,Strongly support,Somewhat oppose,Not sure
NVH00896,online,complete,Passed,978,Clark,Clark,20,Female,Black,College graduate,Independent/Other,Moderate,Trump,Rent,No,Very serious,Strongly oppose,Strongly support,Strongly oppose,Not too concerned,Somewhat oppose,Strongly support,Build more homes even if neighborhoods change
NVH00897,online,complete,Passed,999,Clark,Clark,69,Male,White non-Hispanic,College graduate,Republican,Moderate,Trump,Rent,No,Very serious,Somewhat oppose,Somewhat support,Not sure,Somewhat concerned,Strongly support,Strongly support,Build more homes even if neighborhoods change
NVH00898,sms,complete,Passed,359,Washoe,Washoe,36,Male,White non-Hispanic,College graduate,Republican,Very conservative,Other,Own,Yes,Very serious,Somewhat support,Somewhat oppose,Somewhat support,Somewhat concerned,Strongly support,Somewhat support,Build more homes even if neighborhoods change
NVH00899,online,complete,Passed,597,Clark,Clark,38,Male,White non-Hispanic,Some college/associate,Independent/Other,Somewhat conservative,Harris,Other arrangement,No,Very serious,Somewhat oppose,Strongly support,Strongly support,Very concerned,Somewhat support,Strongly oppose,Protect existing neighborhoods even if fewer homes are built
NVH00900,sms,complete,Passed,962,Clark,Clark,40,Female,White non-Hispanic,Some college/associate,Independent/Other,Very liberal,Trump,Own,No,Somewhat serious,Somewhat support,Somewhat support,Not sure,Very concerned,Somewhat support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00901,online,complete,Passed,730,Clark,Clark,52,Male,White non-Hispanic,High school or less,Independent/Other,Very liberal,Harris,Rent,Yes,Not too serious,Strongly support,Somewhat support,Strongly support,Not too concerned,Somewhat support,Strongly oppose,Build more homes even if neighborhoods change
NVH00902,online,complete,Passed,712,Clark,Clark,50,Female,Hispanic/Latino,Postgraduate,Independent/Other,Moderate,Other,Own,No,Somewhat serious,Not sure,Somewhat support,Somewhat oppose,Not too concerned,Somewhat oppose,Somewhat oppose,Not sure
NVH00903,sms,complete,Passed,335,Clark,Clark,60,Female,Other/Mixed,Postgraduate,Independent/Other,Very conservative,Trump,Rent,Yes,Somewhat serious,Somewhat support,Somewhat oppose,Not sure,Not too concerned,Strongly support,Strongly oppose,Build more homes even if neighborhoods change
